mod	decision	link	motif	milestone	detail	ratified	ratify_note
smokeleafindustries	KEEP	smokeleafindustries:*_gummy / *_extract (refined consumables) → survival M-26	M-26	v0.9.0	motif M-26 | delivery: native (effect items consumed for status effects — gummies and extracts are spent on use, creating repeating demand; expedition fuel that runs out) | milestone: v0.13.0 | why "of course": effects run out; players need a refill; 4-suggested, 3-ACCEPT; corroborated by multiple 1-pass rows	KEEP	
smokeleafindustries	KEEP	smokeleafindustries refined extracts / gummies → economy M-28	M-28	v0.11.0	motif M-28 | delivery: config (MineColonies apothecary/healer hut requests effect consumables as a supply item — the colony medic stocks hemp gummies; colony demand creates persistent pull) | milestone: v0.9.0 | why "of course": a colony apothecary requesting analgesic edibles makes the strain farmer a colony supplier; 3-suggested, 3-ACCEPT	KEEP	
smokeleafindustries	CUT	smokeleafindustries raw hemp/buds → create M-12 milling (alternate grind)	M-12		reason: smokeleafindustries has its own grinder/dryer processing chain; routing hemp through Create milling as a parallel path adds redundancy, not a new pillar; REJECT majority at 15-suggested (the M-17 FE bridge is the real Create anchor)	CUT	
smokeleafindustries	CUT	smokeleafindustries products → magic M-10 imbuement (Ars)	M-10		reason: tone clash — Ars Nouveau crystalline-arcane aesthetic does not absorb hemp extracts; "herb → arcane reagent" is thematically forced; REJECT majority at 9-suggested	CUT	
smokeleafindustries	CUT	smokeleafindustries FE machines → create M-05 (generator gated on Create parts)	M-05		reason: the M-17 FE bridge already establishes the Create anchor; M-05 would require gating the smokeleaf machines on Create components — correct concept but already served by M-17; REJECT/mixed; not a separate weave	CUT	
smokeleafindustries	CUT	smokeleafindustries hemp building blocks → create M-04 crushing	M-04		reason: hemp planks/bricks are functionally vanilla wood/stone equivalents; M-04 deco-recycle adds noise without signal; REJECT ×4	CUT	
smokeleafindustries	CUT	smokeleafindustries strain seeds → survival M-16 seasonal	M-16		reason: strain growth is year-round (grow-pots are indoor/artificial light); no seasonal gating exists in the mod; forcing M-16 is artificial; REJECT majority	CUT	
smokeleafindustries	CUT	smokeleafindustries extracts/gummies → magic M-10 Ars imbuement	M-10		reason: same tone-clash CUT as above; additional 1-pass rows; REJECT	CUT	
smokeleafindustries	CUT	smokeleafindustries:*_extract → create M-29 mixing (lubricant/solvent)	M-29		reason: TFMG lubricant is the reserved reagent for M-13 aeronautics fuel; introducing a competing lubricant risks reagent double-spend; REJECT ×1	CUT	
smokeleafindustries	CUT	smokeleafindustries generator inputs → create M-13 fuel→propulsion	M-13		reason: M-13 is reserved for Aeronautics propulsion fuel (TFMG diesel/gasoline); routing hemp-derived fuel through M-13 would dilute the reagent-ownership table; REJECT ×2 explicit	CUT	
smokeleafindustries	CUT	smokeleafindustries:sequencer / flagship machine → create M-05 sequenced_assembly gate	M-05		reason: the M-17 FE bridge is the Create anchor; a separate M-05 machine-gating row would require authoring a KubeJS recipe that gates the sequencer on Create brass — viable in principle but the M-17 + M-28 KEEPs already give full 3-anchor coverage; low priority; mixed	CUT	
smokeleafindustries	CUT	smokeleafindustries extracts → Bountiful bounty M-26	M-26		reason: the M-26 KEEP and M-28 KEEP already cover the consumption-sink and colony-demand angles; bounty board framing is a sub-case of M-28 colony demand; merged	CUT	
smokeleafindustries	CUT	smokeleafindustries strain extracts → numismatics M-08	M-08		reason: extracts are not a metallic commodity; M-08 is player-minted scarce regional metal → coin; mismatch; REJECT ×2	CUT	
smokeleafindustries	CUT	smokeleafindustries dealer/stoner villager trades → economy M-29 Trading Depot	M-29		reason: villager trades routed through a Trading Depot is an ambient player-economy pattern, not a recipe-gated cross-route dependency; 1-pass ACCEPT insufficient	CUT	
smokeleafindustries	CUT	smokeleafindustries refined extracts → economy M-34 (bounty combat supply)	M-34		reason: M-28 colony KEEP and M-26 consumption KEEP already give two economy-side anchors; M-34 framing ("high-rep boards request extracts") is a sub-case of M-28; redundant anchor	CUT	
smokeleafindustries	CUT	smokeleafindustries:mutator → create M-20 deployer (seed mutation)	M-20		reason: the mutator is its own machine with a UI; routing through create:deploying is thematically forced; REJECT ×1	CUT	
smokeleafindustries	CUT	smokeleafindustries hemp biomass / byproduct → generator M-32 byproduct feed	M-32		reason: the M-17 FE bridge already captures the generator as the Create anchor; a separate M-32 byproduct framing is an implementation detail of that KEEP; merged	CUT	
smokeleafindustries	MERGE	smokeleafindustries M-17 near-dups (9-ACCEPT, 6-ACCEPT, 2-ACCEPT opus, 1-ACCEPT×4)	M-17		into: KEEP M-17 | reason: all express the same FE↔kinetic bridge; representative is 12-ACCEPT row	MERGE	
smokeleafindustries	MERGE	smokeleafindustries M-26 near-dups (2-ACCEPT, 1-ACCEPT×4)	M-26		into: KEEP M-26 | reason: all express the same consumption-sink for refined consumables	MERGE	
smokeleafindustries	MERGE	smokeleafindustries M-28 (1-ACCEPT)	M-28		into: KEEP M-28 | reason: near-dup; same colony apothecary demand	MERGE	
smokeleafindustries	MERGE	smokeleafindustries raw hemp M-12 milling (12-opus-ACCEPT, various phrasings)	M-12		into: CUT | reason: the M-17 bridge is the Create anchor; hemp milling as a parallel path adds redundancy; the milling rows fail as a second Create pillar because smokeleafindustries' own grinder covers the same tier	MERGE	
smokeleafindustries	MERGE	smokeleafindustries generator M-05 (4-ACCEPT, 6-ACCEPT, 1-ACCEPT×3)	M-05		into: KEEP M-17 | reason: M-05 framing ("machines gated on Create parts") and M-17 framing ("FE bridge") both establish the same Create anchor; M-17 is the simpler and confirmed mechanism; merged	MERGE	
smokeleafindustries	MERGE	smokeleafindustries hemp building M-04 near-dups	M-04		into: CUT | reason: same hemp-planks CUT reasoning	MERGE	
snowyspirit	KEEP	snowyspirit ginger→create (milling)	M-12	v0.9.0	motif M-12 | delivery: recipe (create:milling — ginger root milled into ground ginger spice; the seasonal crop feeds the automated food-processing chain) | milestone: v0.7.0 | why "of course": milling dried ginger on a Create millstone is the most natural processing step for a root crop; seasonal crops feeding the Create food chain is exactly what M-12 exists for (19+5 times_suggested; opus-corroborated; strong ACCEPT) [RESCOPED@sweep S10: re-deliver as create:mixing automation of extradelight's ginger goods (e.g. #c:crops/ginger + sugar → extradelight:candied_ginger); same loop edge, real output ]	KEEP	rehomed v0.7.0->v0.9.0
snowyspirit	KEEP	snowyspirit ginger/eggnog/gingerbread→survival (seasonal gate)	M-16	v0.9.0	motif M-16 | delivery: KubeJS recipe condition (ginger is a Serene Seasons winter-harvest crop; a winter-batch recipe — Create:mixing warming tonic or FD cooking — requires ginger only available in cold months) | milestone: v0.13.0 | why "of course": ginger only ripens in cold months — stock the root cellar before the thaw or your winter tonic recipe stalls; this is precisely the seasonal lever the pack wants more of (7+5+3+2+2+1+1+1 times_suggested; strong ACCEPT; opus-corroborated)	KEEP	
snowyspirit	KEEP	snowyspirit gingerbread/eggnog→survival (food-processing chain)	M-12	v0.9.0	motif M-12 | delivery: recipe (farmersdelight:cooking or extradelight:oven — gingerbread cookies and eggnog slot into the Farmer's Delight food web as high-effort comfort foods) | milestone: v0.13.0 | why "of course": gingerbread and eggnog are multi-ingredient festive foods that naturally belong in the Farmer's Delight cooking chain; the winter crop feeds the survival food pressure (7+3+1+1 times_suggested; ACCEPT consensus)	KEEP	
snowyspirit	CUT	snowyspirit sled→aeronautics (various, times_suggested=10+4+2+1+1 REJECT)			reason: REJECT consensus; the sled is snow terrain traversal, not an aerial vehicle; no motif covers ground-vehicle→aeronautics; correctly rejected across all rows	CUT	
snowyspirit	CUT	snowyspirit gingerbread-blocks→create:crushing M-04 (times_suggested=4+2+1+1+1 REJECT)	M-04		reason: REJECT majority; gingerbread and candy blocks are food-palette decorative items, not stone/metal deco; M-04 applies to metal/stone blocks; food-material deco produces no valuable byproduct; correctly rejected	CUT	
snowyspirit	CUT	snowyspirit gingerbread_golem→magic M-02/M-11 (times_suggested=2+1+1 REJECT)	M-02		reason: REJECT; the gingerbread golem is a whimsical holiday creature; routing it as a ritual reagent source or feeding it to spirit_fire is a tone clash (silly→solemn); correctly rejected	CUT	
snowyspirit	CUT	snowyspirit eggnog→vinery/alcohol-industry M-35 (times_suggested=2+1)	M-35		motif M-35 | reason: two-three ACCEPT rows; eggnog aging is a nice M-35 hook but M-35 is for maturation/aging specialization; eggnog is already a winter-seasonal food captured by the M-16 KEEP; adding M-35 on the same output would be a third Create/survival weave on one seasonal mod; threshold not met	CUT	
snowyspirit	CUT	snowyspirit ginger→ars:imbuement M-10 (times_suggested=1 REJECT)	M-10		reason: REJECT; ginger as arcane infusion reagent is a stretch; no magical tradition in the pack uses ginger as a catalyst	CUT	
snowyspirit	CUT	snowyspirit gingerbread_cookie→magic M-10 (times_suggested=1 REJECT)	M-10		reason: REJECT; holiday cookie as magic infusion catalyst is thematically nonsensical	CUT	
snowyspirit	CUT	snowyspirit eggnog→lunar-event M-22 (times_suggested=1 REJECT)	M-22		reason: REJECT; eggnog has no magical resonance; lunar-event gate on a dairy drink is arbitrary	CUT	
snowyspirit	CUT	snowyspirit candy_cane/gumdrop→loot-seed M-34 (times_suggested=1 REJECT)	M-34		reason: REJECT; candy decor is festive flavor, not combat-supply context; M-34 is for danger/boss drops	CUT	
snowyspirit	CUT	snowyspirit gingerbread→bountiful M-26 (times_suggested=1 REJECT)	M-26		reason: REJECT; decor blocks as bounty objectives; implausible demand; correctly rejected	CUT	
snowyspirit	CUT	snowyspirit ginger biome-restriction M-30 (times_suggested=1)	M-30		motif M-30 | reason: single ACCEPT; ginger's biome restriction (sparse jungle/cold biomes) is a valid regional-scarcity design note but this is an in-game biome spawn behavior, not a GTMOGS ore-gen config action; emergent from world generation; no Phase-3 recipe weave needed	CUT	
snowyspirit	CUT	snowyspirit gingerbread_cookie→ars/occultism (times_suggested=1 REJECT)			reason: REJECT; gingerbread as a magical catalyst is thematically nonsensical	CUT	
snowyspirit	CUT	snowyspirit eggnog food-consumption M-26 (times_suggested=1)	M-26		reason: single ACCEPT; winter-only eggnog creates seasonal demand (valid M-26) but this is emergent food-consumption behavior, not a new cross-system weave; the M-16 KEEP already captures the seasonal demand pressure	CUT	
snowyspirit	CUT	snowyspirit gingerbread→MineColonies M-28 (times_suggested=1+1)	M-28		motif M-28 | reason: two single-ACCEPT rows; colony tavern stocking winter menu is a charming idea but single-corroboration; the mod already has two anchors; the colony demand is emergent from food production	CUT	
snowyspirit	CUT	snowyspirit gingerbread_golem drops→create M-02 (times_suggested=1 REJECT)	M-02		reason: REJECT; festive cosmetic mob drops are trivial; correctly rejected	CUT	
snowyspirit	CUT	snowyspirit sled→create:mechanical_crafting M-05 (times_suggested=1 mixed)	M-05		reason: single mixed row; gating the sled behind Create fabrication adds friction to a whimsical snow toy; depth guardrail (everyday QoL item)	CUT	
snowyspirit	CUT	snowyspirit ginger→farmersdelight:cutting M-12 (times_suggested=1 REJECT)	M-12		reason: single-pillar (both endpoints are survival); does not earn a new cross-system anchor; correctly rejected	CUT	
snowyspirit	CUT	snowyspirit gingerbread seasonal deco→emergent trade M-33 (times_suggested=1 REJECT)	M-33		reason: REJECT; "seasonal deco is sellable" is ambient M-09 endpoint	CUT	
snowyspirit	MERGE	snowyspirit ginger M-16 (opus rows, times_suggested=2+1)	M-16		into: KEEP ginger M-16 | reason: near-duplicate seasonal-gate rows with identical from→to via M-16; absorbed	MERGE	
snowyspirit	MERGE	snowyspirit eggnog M-12 (times_suggested=3+1+1+1)	M-12		into: KEEP gingerbread/eggnog M-12 | reason: eggnog-specific M-12 rows are variants of the same FD/ExtraDelight food-processing anchor; absorbed	MERGE	
solmaiddream	LEAVE				pure companion-stat addon over Touhou Little Maid; no cross-system item edge survives — every candidate is either no-motif, a config note, an ambient food-loop amplifier with no delivery mechanism, or thematically uncomfortable; the food-diversity mechanic is an ambient interaction with the existing food pool, not an authored weave	LEAVE	
spawn	KEEP	spawn seafood (clam, crab, anglerfish) → farmersdelight:cutting / cooking + create:milling (M-12)	M-12	v0.9.0	motif M-12 | delivery: recipe (crab claw → Create-milled shell dust; clam → FD cutting; crab/clam deeper into feast chains; anglerfish → FD + milling; times_suggested=20+10+7+4+3 ACCEPT majority across seafood-processing phrasings, opus-corroborated ×2) | milestone: v0.13.0 | why "of course": wild seafood obviously goes from the ocean to the kitchen via the same cutting boards and mills as any other protein — the coastal harvest feeds the food-processing web	KEEP	
spawn	KEEP	spawn:angler_fish → occultism:spirit_fire M-11	M-11	v0.11.0	motif M-11 | delivery: recipe (anglerfish abyssal lure transmuted in spirit fire into a light-magic reagent; times_suggested=4 ACCEPT, thematically coherent — deep-sea predator of darkness as occult material) | milestone: v0.11.0 | why "of course": an anglerfish's bioluminescent lure-organ is exactly the isolated mob-drop that earns a magic sink; the deep-sea creature of darkness belongs in Occultism	KEEP	
spawn	KEEP	spawn clam/crab bulk catch → aeronautics logistics M-31	M-31	v0.13.0	motif M-31 | delivery: config (bulk coastal seafood is heavy and perishable at scale; trading it inland requires the logistics arm; times_suggested=6 ACCEPT majority, opus-corroborated) | milestone: v0.9.0 | why "of course": fresh catch in quantity is the canonical logistics cargo — the coastal settlement's output is exactly what airship cargo runs exist for	KEEP	
spawn	CUT	spawn:date_log / date_planks → create:crushing M-04	M-04		M-04 | reason: no-method — M-04 is for metal/stone deco; date palm wood crushing is generic wood handling; REJECT majority across four phrasings	CUT	
spawn	CUT	spawn:date_log / date_planks → create:cutting M-12	M-12		M-12 | reason: no-method — vanilla-style wood sets already route through create:cutting via c:logs tag; no explicit weave candidate; REJECT	CUT	
spawn	CUT	spawn critter drops → ant_pupa / barnacle → occultism:spirit_fire M-11	M-11		M-11 | reason: tone — ant pupae and barnacle chitin have no coherent lore hook in Occultism; forced organic→occult edge; REJECT majority	CUT	
spawn	CUT	spawn:angler_fish → ars_nouveau:imbuement M-10	M-10		M-10 | reason: tone — no lore reason an anglerfish drop is an arcane reagent over any other fish; force-edge; REJECT unanimous	CUT	
spawn	CUT	spawn:clam → occultism:spirit_fire M-02/M-11	M-02		M-02/M-11 | reason: no-method — clams are everyday ambient fauna; routing them through spirit_fire trivializes the method; REJECT majority	CUT	
spawn	CUT	spawn:angler_fish → create:haunting M-19	M-19		M-19 | reason: no-method — haunting is soul-fire transmutation; anglerfish bioluminescence is not a soul-fire material; ACCEPT=1 only	CUT	
spawn	CUT	spawn exotic seafood → ars_nouveau:imbuement / occultism M-02	M-02		M-02 | reason: tone — anglerfish/sea-cow/seal as generic arcane reagents is conceptually forced; the magic anchor (KEEP-2) via M-11 is sufficient; REJECT majority	CUT	
spawn	CUT	spawn seafood → MineColonies provisioning M-28	M-28		M-28 | reason: no-method — colony provisioning demand for seafood is coherent but KEEP-1 (food processing) and KEEP-3 (logistics) already establish the two non-magic anchors; adding M-28 creates three economy-facing anchors on the same food surface; fold into KEEP-1's output	CUT	
spawn	CUT	spawn:date_bunch → vinery:apple_fermenting aged date wine M-35	M-35		M-35 | reason: depth — while date wine aging is coherent (M-35 maturation), date_bunch is a crop output of a wood set; gating it behind a fermentation step adds depth to a non-primary product; 2-pass ACCEPT but low signal relative to the core seafood weaves	CUT	
spawn	CUT	spawn aquatic drops → Bountiful bounty objectives M-34	M-34		M-34 | reason: no-method — M-34 is "combat-route supply — boss/danger output farmed and traded"; aquatic fauna are ambient non-boss; Bountiful bounty pools are an economy mechanic, not M-34	CUT	
spawn	CUT	spawn:casting_net_clam → aeronautics logistics M-31 (individual clams)	M-31		M-31 | reason: duplicate-of KEEP-3 (individual clam catches are too light for M-31; the KEEP-3 threshold is bulk perishable cargo at scale; fold casting-net individual clam into KEEP-1 food processing, not logistics)	CUT	
spawn	CUT	spawn:date_log / date_planks → aeronautics structural M-23	M-23		M-23 | reason: no-method — M-23 requires load-bearing metal plates/beams; date-palm wood is a lightweight deco/building material; REJECT unanimous	CUT	
spawn	CUT	spawn:ant_pupa → ars_nouveau:imbuement M-10	M-10		M-10 | reason: tone — insect larvae have no arcane surface in Ars Nouveau's nature-school aesthetic; REJECT	CUT	
spawn	CUT	spawn clam color variants → ars_nouveau M-10 (colored shell fragments)	M-10		M-10 | reason: tone — color-variant clam shells as arcane materials is forced; REJECT	CUT	
spawn	CUT	spawn:angler_fish → M-07 attunement catalyst (lure-organ)	M-07		M-07 | reason: no-method — M-07 is reserved for galosphere allurite/lumiere shards as attunement catalysts; an anglerfish lure-organ is not in the attunement-catalyst role; REJECT	CUT	
spawn	CUT	spawn:clam → regional scarcity M-30 (coastal biome gate)	M-30		M-30 | reason: no-method — clam spawns at any coast, not in a hard regional ore-gen boundary; M-30 requires GTMOGS-style ore-gen locking; ambient biome presence is not the same as the scarcity foundation	CUT	
spawn	CUT	spawn seafood → createfisheryindustry:bait_trap M-12	M-12		M-12 | reason: no-method — dossier rates createfisheryindustry connection WEAK; the connection is mechanical overlap rather than pillar-crossing; REJECT majority	CUT	
spawn	CUT	spawn:clam_case_* shell blocks → create:crushing M-04	M-04		M-04 | reason: no-method — M-04 for decorative shell blocks crushing to gravel+XP is technically valid but below noise threshold; REJECT	CUT	
spawn	CUT	spawn dossier candidate "aeronautics via createfisheryindustry"	M-12		M-12 | reason: no-method — createfisheryindustry is a separate mod; the aeronautics framing routes through a different mod entirely; REJECT	CUT	
spawn	CUT	spawn:date (date_bunch) → vinery / extradelight ferment M-12 (luxury food/coin)	M-12		M-12 | reason: retired-economy — "sell date wine for coin" is M-09 ambient endpoint; fold into context; 1-pass only	CUT	
spawn	MERGE	spawn:crab shell → create:milling (shell dust as intermediate)	M-12		into: KEEP-1 (M-12 seafood processing) | reason: shell dust / chitin powder from Create milling is the same seafood-processing web as FD cutting; fold into KEEP-1 delivery (single delivery covers crab-milling + FD-cutting as combined recipe route)	MERGE	
spawn	MERGE	spawn:angler_fish M-11 / M-02 phrasings (spirit_fire, ritual, lure-organ magic)	M-11		into: KEEP-2 (angler_fish M-11) | reason: all anglerfish-magic phrasings converge on the same material→occult routing; keep the spirit_fire M-11 phrasing (strongest theme fit); fold M-02 lure-organ variants	MERGE	
spawn	MERGE	spawn exotic seafood (sea_cow, seal) occultism M-02	M-02		into: KEEP-2 (angler_fish M-11) | reason: sea_cow blubber and seal drops as occultism ritual reagents are near-duplicate of the anglerfish magic route; the deepest/most distinctive aquatic magic drop is the anglerfish; fold others into same delivery	MERGE	
spyglass_improvements	LEAVE				pure client QoL / zoom enhancement; 1 candidate row, consensus REJECT, no-motif: "improved spyglass zoom aids aerial scouting from an airship, but this is atmospheric, not a designed weave"; zero item surface for recipe-routing	LEAVE	
steves_lava_chicken_music_disc	LEAVE				single-item Easter-egg flavor mod — one music disc with no gameplay function beyond playing audio; both weave candidates rejected as tone-clash / no system surface	LEAVE	
stylecolonies	KEEP	stylecolonies Steampunk blueprint style → create	M-28	v0.11.0	motif M-28 | delivery: config/design (Steampunk blueprint set demands Create-fabricated blocks — cogwheels, brass casings, copper pipes — as build materials for colony construction; existing M-28 colony-route demand gate) | milestone: v0.9.0 | why "of course": if the colony builder is running Steampunk style they are placing Create blocks — they must buy from the Create specialist; an implicit but real demand gate (3+3 times_suggested ACCEPT-consensus)	KEEP	
stylecolonies	KEEP	stylecolonies High Magic blueprint style → magic	M-28	v0.11.0	motif M-28 | delivery: config/design (High Magic blueprint style demands Ars Nouveau or Occultism decorative/structural blocks for colony construction; magic specialist supplies the colony builder) | milestone: v0.11.0 | why "of course": a colony player building the High Magic style needs Ars archwood or Occultism-themed blocks — they cannot self-supply without magic investment; forces cross-specialist trade (4+1 times_suggested ACCEPT-consensus)	KEEP	
stylecolonies	CUT	stylecolonies Steampunk style → create:mechanical_crafting (M-05 framing)	M-05		motif M-05 | reason: mixed (1/1); M-05 is native-method gating (a mod's flagship built IN its own machine gated on Create parts); Steampunk colony construction consumes Create blocks but does not route through a Create machine as its assembly method — it's M-28 (colony route), not M-05	CUT	
stylecolonies	CUT	stylecolonies generic styles → M-33 service-for-hire (construction service)	M-33		motif M-33 | reason: REJECT-consensus (2); construction-for-hire is emergent player behavior not a recipe-level weave; M-33 requires the mod to have a recipe-type the service routes through	CUT	
stylecolonies	CUT	stylecolonies style variety → player preference driving colony specialization			reason: no-motif / REJECT; purely thematic/behavioral; no recipe-graph expression	CUT	
stylecolonies	CUT	stylecolonies Fairy Tale / Underwater styles → loot-seed or config tie	M-28		motif M-28 | reason: REJECT; without a confirmed bill-of-materials showing unusual/mod-specific blocks, these styles may require only vanilla blocks — no demand gate established	CUT	
stylecolonies	CUT	stylecolonies blueprint styles requiring modded wood/stone not available locally → M-30 regional scarcity	M-30		motif M-30 | reason: ACCEPT=1 but times_suggested=1; M-30 requires a recipe input that is region-locked by ore-gen; biome-regional building materials is plausible but speculative without confirmed block lists; defer to colony integration	CUT	
stylecolonies	MERGE	stylecolonies Steampunk → Create (3+3+1+1 times_suggested rows, M-28/M-05/no-motif variants)	M-28		into: kept M-28 | reason: all Steampunk-demands-Create-blocks rows collapse into the single M-28 KEEP; the M-05 and no-motif variants are cuts that merge into the group	MERGE	
supplementaries	KEEP	supplementaries:flax→create M-12	M-12	v0.9.0	motif M-12 | delivery: recipe (create:milling — flax → linen fiber / flaxseed oil; linen → rope or pressed oil) | milestone: v0.7.0 | flax is Supplementaries' farmable crop; milling it into linen fiber is the natural Create pull — the textile specialist's output feeds rope and oil chains [RESCOPED@sweep S05: rescope: create:milling flax → string ×2 + flax_seeds chance (real items, parallels wheat milling); oil branch needs no authoring.]	KEEP	rehomed v0.7.0->v0.9.0
supplementaries	KEEP	supplementaries:ash→magic M-10	M-10	v0.11.0	motif M-10 | delivery: recipe (ars_nouveau:imbuement — ash as a ritual purity/cleansing catalyst; sourced from burning/haunting) | milestone: v0.11.0 | ash is a Create/haunting byproduct that attunes into a minor purification catalyst — players burning things already produce it; routes an otherwise-wasted byproduct into the magic web	KEEP	
supplementaries	KEEP	supplementaries:flax/rope→aeronautics M-23	M-23	v0.13.0	motif M-23 | delivery: recipe (aeronautics structural — linen fiber / rope as a required rigging/sail material for basic-tier airship envelopes or rope-ladder gangways; create:milling already produces the fiber) | milestone: v0.9.0 | linen from flax is the natural canvas for a lighter-than-air envelope — the farm specialist's crop output feeds the shipwright [RESCOPED@sweep S05: rescope: swap deployed stick→supplementaries:rope in the 16 deploying recipes (rope rigs the wool envelope); same remove/re-add pattern the file already uses.]	KEEP	
supplementaries	MERGE	supplementaries:flax seasonal M-16 (4× + 1×)	M-16		into: supplementaries:flax→create M-12 | reason: Serene Seasons flax fertility window is a delivery context for the milling KEEP (seasonal scarcity on the rope supply tightens in winter) — fold as delivery note; not a separate anchor	MERGE	
supplementaries	MERGE	supplementaries:ash M-11 spirit_fire (1×)	M-11		into: supplementaries:ash→magic M-10 | reason: ash spirit_fire transmutation (M-11) and ash imbuement (M-10) both express the same magic anchor for ash; the M-10 phrasing (ash as catalyst) is the stronger hook with 10× backing; fold M-11 as alternative delivery note	MERGE	
supplementaries	CUT	supplementaries:ash→create M-12 flux (6× REJECT dominant)	M-12		motif M-12 | reason: ash as metallurgical flux in Create mixing is a deeper Create-internal edge; supplementaries already anchors Create; REJECT majority; doesn't add a second pillar	CUT	
supplementaries	CUT	supplementaries:jar/faucet→create M-12 (4× REJECT dominant)	M-12		motif M-12 | reason: jar/faucet ↔ Create fluid logic is an existing behavior-level integration; no new recipe edge needed; REJECT majority	CUT	
supplementaries	CUT	supplementaries:ash→create M-32 byproduct (1× ACCEPT)	M-32	v0.7.0	motif M-32 | reason: ash as TFMG hot-blast flux is a reasonable M-32 byproduct route but it doesn't add a new pillar anchor (Create is already kept); single pass; fold as a potential authoring note in v0.7.0 TFMG weave	CUT	
supplementaries	CUT	supplementaries:ash_bricks→create M-04 crush (1×)	M-04		motif M-04 | reason: ash-brick crushing is a thin recycle with no loop value; doesn't add a second anchor; Create is already anchored via M-12 flax	CUT	
supplementaries	CUT	supplementaries:candy→economy M-28 colony (1×)	M-28		motif M-28 | reason: candy is a sugar-tier food; while colony child happiness is documented, candy is not a load-bearing colony supply item; single pass; weak motif surface	CUT	
supplementaries	CUT	supplementaries:flax→magic M-10 rope imbuement (1× REJECT)	M-10		motif M-10 | reason: flax rope as arcane reagent is too arbitrary; rope is mundane; Ars Nouveau uses nature/gem/essence ingredients; REJECT confirmed	CUT	
supplementaries	CUT	supplementaries:cannon→aeronautics createbigcannons (1× REJECT)			motif (none) | reason: the supplementaries cannon is a decorative toy; routing it into Create Big Cannons' industrial system is a tone clash; no motif	CUT	
supplementaries	CUT	supplementaries:safe→economy M-33 (2× REJECT)	M-33		motif M-33 | reason: a safe as market-stall infrastructure is ambient decoration behavior; M-33 requires a player performing work on another player's materials; REJECT confirmed	CUT	
supplementaries	CUT	supplementaries:soap→create M-04 splashing (1× REJECT)	M-04		motif M-04 | reason: splashing already produces soap (inbound weave per dossier); re-proposing it is circular; REJECT confirmed	CUT	
supplementaries	CUT	supplementaries:jar/faucet→aeronautics M-31 (1× REJECT)	M-31		motif M-31 | reason: a gravity-fed faucet is not a bulk cargo mover; M-31 is for heavy/bulk goods requiring freight aeronautics; mis-motif; REJECT confirmed	CUT	
supplementaries	CUT	supplementaries:flax→magic M-12 Agronomic Sourcelink (1×)	M-12		motif M-12 | reason: Ars Agronomic Sourcelink passively harvesting Source from crop growth is an emergent behavior, not a recipe weave; no method routing; fold as design note (flax farm doubles as Source farm — no authoring needed)	CUT	
t_and_t	KEEP	t_and_t→economy	M-08	v0.13.0	motif M-08 | delivery: loot-seed (datapack — Numismatics coin denominations seeded into fort/tower armory chests and village chest loot tables; explorers find currency in the world, not just at a mint) | milestone: v0.9.0 | why "of course": conquerable forts and trade-port ships naturally carry coin [RESCOPED@sweep S10: reseed the same chests with scarce mint-METAL (raw regional tin/silver) + trade goods; exploration still feeds the economy, coin supply stays player-minted.]	KEEP	
t_and_t	KEEP	t_and_t→magic	M-02	v0.11.0	motif M-02 | delivery: loot-seed (datapack — rare magic reagents seeded into conquerable-fort and ocean sail-ship loot: ars_nouveau:source_gem shard, irons_spellbooks:arcane_essence, occultism:silver_ore; exploration rewards adventurers with magic inputs) | milestone: v0.11.0 | why "of course": the captain's chest in the jungle outpost holds something the occultist needs [BALANCE-PENDING@sweep: material faucets are fine — only coin faucets are banned. [BALANCE-PENDING: occultism silver_ore rates must not leak the GTMOGS regional-silver gate; prefer nug]	KEEP	
t_and_t	KEEP	t_and_t→aeronautics	M-23	v0.13.0	motif M-23 | delivery: loot-seed (datapack — treated canvas, structural sail-material, nautical schematics, or an aeronautics build-component seeded into ocean sail-ship hull loot; the maritime precursor to the airship pillar) | milestone: v0.9.0 | why "of course": the ship's hold contains the materials that inspire — and supply — the first airship build	KEEP	
t_and_t	KEEP	t_and_t→economy	M-33	v0.13.0	motif M-33 | delivery: config (Trading Floor stall block seeded into T&T biome-specific village structures; 16 biome variants give each biome a distinct trade identity — a jungle village offers different goods than a tundra one) | milestone: v0.9.0 | why "of course": the village is the natural place for a player to set up a trade stall; the structure already exists	DROPPED	sweep S10: deco-crush class; re-express the "villages are trade hubs" intent as wiki/onboarding copy, zero authoring.
t_and_t	MERGE	t_and_t conquerable fort loot → combat-route supply (M-34, ×4+3+1+1 rows)	M-34		into: M-08 KEEP | reason: the fort loot's economy value is captured by the coin-seed KEEP; the M-34 framing (Create components, premium items in fort chests) is an extension of the same loot-seed delivery; fold into M-08 with a scope note that fort loot can include non-coin pack-relevant items	MERGE	
t_and_t	MERGE	t_and_t biome-keyed loot (M-30, ×3+1+1 rows)	M-30		into: M-08 KEEP | reason: region-specific goods in biome-village chests are a delivery variant of the same loot-seed weave; the M-08 KEEP scope can include biome-keyed items alongside coin	MERGE	
t_and_t	MERGE	t_and_t sail-ship loot → aeronautics schematics (M-15 framing, 3 rows)	M-15		into: M-23 KEEP | reason: the sail-ship schematic/canvas drops are the delivery for the M-23 structural-material KEEP; M-15 requires a boss drop, which the sail-ship is not — retag to M-23 and fold	MERGE	
