mod	decision	link	motif	milestone	detail
quark	CUT	quark crop/material storage_blocks → create:crushing / compacting (M-03, 1-REJECT opus)	M-03		motif M-03 | reason: M-03 is ore-doubling; crop crates are vanilla-equivalent 9x compact blocks; crushing/decompacting is a 1:1 round-trip with no scarcity; wrong motif
quark	CUT	quark blaze_rod / gunpowder storage blocks → create:milling as bulk-feed (M-12, 1-REJECT opus)	M-12		motif M-12 | reason: REJECT; milling a blaze-rod block to blaze powder competes with vanilla crafting-table path; convenience double-handling
quark	CUT	quark Glimmering Weald biome blocks → create:crushing + loot-seed (M-08, 1-REJECT)	M-08		motif M-08 | reason: REJECT; Glimmering Weald adds worldgen blocks but its loot is standard; M-08 requires scarce regional metal → coin; wrong motif
quark	CUT	quark Glimmering Weald blocks → ars_nouveau:imbuement (M-10, 1-REJECT)	M-10		motif M-10 | reason: REJECT; the Glimmering Weald biome blocks are standard stone/crystal-adjacent; the ancient_wood specific KEEP already covers the unique wood type; generic biome stone isn't a magic reagent candidate
quark	CUT	quark:ancient_wood → woodworks:sawmill (M-12, 1 vote)	M-12		motif M-12 | reason: woodworks sawmill for plank yield is a Create-adjacent mill step; the ancient_wood magic weave (M-10 KEEP) is the more distinctive anchor; adding a second Create-family processing step for the same material risks over-linking
quark	CUT	quark storage_blocks/* → MineColonies warehouse requests (M-28, 1 vote)	M-28		motif M-28 | reason: warehouse requesting apple crates is ambient colony-logistics behavior (any block can be requested); not a demand-gate weave with a specific locked route; thin
quark	CUT	quark storage crates (apple_crate, carrot_crate) → aeronautics cargo (M-31, 1 vote)	M-31		motif M-31 | reason: storage crates as aeronautics cargo-unit framing is evocative but M-31 requires a good that needs aeronautics to move at scale; crop crates don't require air transport specifically; CUT
quark	CUT	quark building blocks → occultism:spirit_fire transmutation (M-11, 1-REJECT)	M-11		motif M-11 | reason: REJECT; Quark materials are mundane/natural; transmuting building blocks into occult essences is thematically forced
quark	CUT	quark:smithing_rune requiring Create-made metal plate (M-05, 1 vote)	M-05		motif M-05 | reason: power-read — the smithing rune is a cosmetic armor skin; gating a cosmetic item behind Create-pressed plates would violate the depth-scales-with-power rule (cosmetic = light step at most)
quark	CUT	quark:ancient_wood → create:milling (glowing bark-dust byproduct, M-04, 1-vote)	M-04		motif M-04 | reason: duplicate of the M-04 ancient-wood milling CUT above; fold
quark	CUT	quark:vertical_slabs / brick_variants → create:crushing (M-04, 1 vote)	M-04		motif M-04 | reason: MERGE into M-04 KEEP — these are delivery details of the wholesale stone/brick deco-recycle anchor; fold
quark	CUT	quark:ancient_bookshelf → loot-seed survival (M-02, 1 vote)	M-02		motif M-02 | reason: Glimmering Weald ancient bookshelves in structure loot is a config note; the magic-anchor for ancient_bookshelf is the M-10 KEEP; loot-seeding is not a separate weave
quark	CUT	quark:deepslate_bricks / andesite_bricks / marble_bricks → create:crushing (M-04, 1 vote)	M-04		motif M-04 | reason: MERGE into M-04 KEEP — individual brick-variant crush rows are delivery details; fold
quark	CUT	quark:gunpowder block → create:milling propellant intermediate (M-12, 1 vote)	M-12		motif M-12 | reason: milling compressed gunpowder into fine-milled powder is a convenience step with no confirmed consuming recipe that requires the milled form specifically; no-method
quark	MERGE	quark deco/stone blocks crushing (20-vote + 4 opus rows + 1-vote rows)	M-04		into: M-04 KEEP | reason: all describe the same stone/brick deco-recycle anchor; keep the 20-vote top row
quark	MERGE	quark storage_block crop milling/compacting (5-vote + 5-vote + 4-vote + 2-vote opus + multiple 1-vote rows)	M-12		into: M-12 KEEP | reason: all describe the same crop-crate → millstone or compacting → crate connection; keep highest-vote row
quark	MERGE	quark:ancient_wood magic imbuement (4-vote + 3-vote + 1-vote + 1-vote rows)	M-10		into: M-10 KEEP (ancient_wood) | reason: all describe the ancient-wood→arcane-infusion link; fold into primary KEEP
quark	MERGE	quark:ancient_bookshelf → enchanting_apparatus (3-vote + 1-vote rows)	M-10		into: M-10 KEEP (bookshelf) | reason: duplicate phrasing of same bookshelf power-boost anchor; fold
quark	MERGE	quark:ancient_wood → create:cutting / haunting (2-vote + 1-vote)	M-10		into: CUT | reason: these Create-processing rows for ancient_wood are cut (M-10 is the chosen anchor); fold into CUT pool
quark	MERGE	quark:blaze_rod storage block → create:crusher → magic (M-12, 1 vote)	M-12		into: M-12 KEEP | reason: blaze-rod crate milling is a delivery variant of the crop-crate milling KEEP; fold
quark	MERGE	quark crop-crate → create:crushing M-04 (multiple 1-vote rows)	M-04		into: M-12 KEEP | reason: crop-crate crushing/decompacting is already captured by the M-12 compacting/milling KEEP (both directions); fold
railways	KEEP	railways:locometal blocks → create (M-04 deco recycle via create:crushing)	M-04	v0.7.0	motif M-04 | delivery: recipe (old/surplus locometal blocks — decorative train-hull cladding — crushes back to iron/copper/brass dust + XP nugget; the railway industry recycles itself) | milestone: v0.7.0 | why "of course": old train parts get melted back down — locometal crushes to iron/copper/brass dust; nothing wasted in a workshop; 8+8× top candidates, ACCEPT consensus (best framing wins; keep the recycle story)
railways	KEEP	railways conductor logistics → economy (M-33 service-for-hire)	M-33	v0.9.0	motif M-33 | delivery: emergent (a train-specialist player runs cargo routes for other players — conductor/benchcart as a logistics service; payment emergent between players) | milestone: v0.9.0 | why "of course": a player running a railway service operates the conductor and benchcart for other players' cargo; this is labor/service, not a vendor sale; 4× ACCEPT (2:2 mixed, but the service-hire framing is coherent)
railways	KEEP	railways locometal build demand → economy (M-31 logistics-required bulk good)	M-31	v0.9.0	motif M-31 | delivery: emergent/config (bulk locometal and track goods are heavy construction stock; trading at scale across the server map requires aeronautics/train runs; the rail-builder depends on the logistics network to supply raw material) | milestone: v0.9.0 | why "of course": a player building a rail network across regions needs massive quantities of locometal shipped from the manufacturing base; 5× ACCEPT (4:1)
railways	CUT	railways locometal → aeronautics M-23 (6× mixed)	M-23		motif M-23 | reason: locometal is already an aeronautics/Create-adjacent decorative material; using it as an airship airframe structural alloy would make the existing pillar circular; REJECT consensus (4:2)
railways	MERGE	railways locometal → create M-04 (8× second cluster)	M-04		into: KEEP M-04 above | reason: same deco-recycle link, slightly different phrasing; folded
railways	MERGE	railways locometal → create M-04 (3×, 2×)	M-04		into: KEEP M-04 above | reason: same; folded
railways	MERGE	railways conductor M-33 (1× additional framing)	M-33		into: KEEP M-33 above | reason: same service-hire link; folded
railways	MERGE	railways benchcart + conductor logistics M-33 (1×)	M-33		into: KEEP M-33 above | reason: same; folded
railways	CUT	railways:conductor_cap → create M-06 (3× mixed)	M-06		motif M-06 | reason: the conductor_cap already IS built via sequenced_assembly (existing inbound weave); not a new link; REJECT
railways	CUT	railways conductor entity logistics M-33 (3× mixed)	M-33		motif M-33 | reason: M-33 requires PLAYER specialist labor; a deployed conductor entity doesn't constitute player-run service; 2:1 REJECT — the KEEP M-33 is framed on the player running the conductor, not the entity itself; CUT the entity-only framing
railways	CUT	railways locometal → aeronautics M-23 (3×)	M-23		motif M-23 | reason: duplicate of above M-23 CUT; REJECT
railways	CUT	railways:conductor_cap M-20 sequenced upgrade (1×)	M-20		motif M-20 | reason: conductor cap assembled on a sequenced line is already the existing inbound; not a new link; REJECT
railways	CUT	railways track-laying → survival config (1×)			no motif | reason: track laying is a Create production behavior; no motif; REJECT
railways	CUT	railways benchcart/cap → create M-06 (existing inbound, 1×)	M-06		motif M-06 | reason: already the established inbound weave; REJECT
railways	CUT	railways locometal → magic no-motif (1×)			no motif | reason: no thematic link; tone clash; REJECT
railways	CUT	railways conductor entity → aeronautics M-24 (1×)	M-24		motif M-24 | reason: the conductor is an entity/NPC, not a craftable mechanical component; M-24 routes mechanical parts into drivetrain recipes; REJECT
railways	CUT	railways conductor / semaphore → economy no-motif (1×)			no motif | reason: no existing motif covers "train conductor as trade intermediary" or "semaphore gates economy signal"; REJECT
railways	CUT	railways tracks → aeronautics M-24 bench-cart drivetrain (1×)	M-24		motif M-24 | reason: wide-gauge bench-cart as aeronautics landing-gear component is a stretch; M-24 is for genuine drivetrain/control surfaces; 1× ACCEPT with no Opus; REJECT
railways	CUT	railways conductor_cap → aeronautics M-24 (1×)	M-24		motif M-24 | reason: conductor cap is clothing/identity, not a mechanical drivetrain component; REJECT
railways	CUT	railways regional ore demand M-30 (1×)	M-30		motif M-30 | reason: "brass is regionally scarce and building rail needs a lot of locometal" is a true M-30 observation — but this is a design-level note on the brass/zinc ore side, not a railways-specific recipe weave; CUT, note for brass ore slate
railways	CUT	railways conductor_cap → colony M-28 (2× REJECT)	M-28		motif M-28 | reason: no colony hut type for rail operations by default; REJECT
railways	CUT	railways loot-seed conductor caps (1×)	M-34		motif M-34 | reason: seeding locometal salvage into derailed-train-wreck structure loot is creative but requires structure gen support (Towns & Towers); 1× only; CUT
railways	CUT	railways conductor M-37 research gate (1×)	M-37		motif M-37 | reason: unlocking conductor automation via colony University research — 1× only; appealing as a later add but thin; CUT
railways	CUT	railways tracks + locometal → aeronautics M-31 (1×)	M-31		motif M-31 | reason: duplicate of the M-31 KEEP (bulk locometal as logistics-required good is captured); this sub-row is the same; folded into KEEP
railways	CUT	railways high-tier track → TFMG M-29 (1×)	M-29		motif M-29 | reason: high-speed rail boiler needing TFMG steel — interesting M-29 cross-route dependency (rail engineer depends on TFMG); 1× only, no Opus; CUT for now, flag for Phase-3
railways	CUT	railways benchcart/track → create inbound (1×)			no motif | reason: already captured by existing Create anchor; not a new link
rechiseled	KEEP	rechiseled decoration blocks → create M-04	M-04	v0.7.0	motif M-04 | delivery: recipe (rechiseledcreate Mechanical Chisel on Create rotational power — the entire 3600+ decorative block palette becomes automatable through the Create spine via the companion already in pack) | milestone: v0.7.0 | why "of course": the Mechanical Chisel (rechiseledcreate, in-pack) runs chiseling on Create rotation; the builder's palette is Create-powered; 22-suggested opus-corroborated, 25-ACCEPT strongest row
rechiseled	KEEP	rechiseled high-detail stone variants → economy M-28	M-28	v0.9.0	motif M-28 | delivery: recipe (MineColonies Builder hut request — colony schematics request specific rechiseled stone variants for tier-up builds, making the chisel specialist a colony material supplier) | milestone: v0.9.0 | why "of course": MineColonies Builder huts requesting chiseled brick for colony tier-ups is a concrete demand-gate; 3-suggested, 2-ACCEPT
rechiseled	CUT	rechiseled blocks → aeronautics M-23 structural hull	M-23		reason: M-23 requires load-bearing alloy; chiseled deco is cosmetic cladding; REJECT ×2
rechiseled	CUT	rechiseled stone → loot-seed survival M-34	M-34		reason: players do not loot decorative bricks as rewards; incoherent; REJECT ×1
rechiseled	CUT	rechiseled deco → magic M-10 imbuement	M-10		reason: texture-swap blocks have no magical valence; REJECT ×1
rechiseled	CUT	rechiseled metal variants → create M-20 item_application	M-20		reason: M-20 is deploy-upgrade; applying a metal deco variant as an upgrade has no sensible recipe path; REJECT ×1
rechiseled	CUT	rechiseled blocks → economy M-26 (colony upkeep consumption)	M-26		reason: chiseled blocks are not burned/consumed as ongoing upkeep; M-26 mismatch; REJECT ×1
rechiseled	CUT	rechiseled deco as aeronautics hull aesthetic	M-23		reason: same as M-23 CUT; cosmetic, not structural; REJECT ×1
rechiseled	CUT	rechiseled chiseled blocks → MineColonies M-28 (Builder hut, 2-REJECT)	M-28		reason: chiseled blocks are not cheaper via colony route; M-28 requires cheaper/faster production or colony-lock, not mere consumption; REJECT ×2
rechiseled	CUT	rechiseled metal deco variants create:crushing M-04 (2-ACCEPT)	M-04		reason: the rechiseledcreate Mechanical Chisel already covers the Create connection; a separate crushing-back path adds noise without a new pillar; near-dup of KEEP
rechiseled	MERGE	rechiseled chiseling recipe groups → create M-20 Mechanical Chisel (2-ACCEPT opus)	M-20		into: KEEP rechiseled→create M-04 | reason: M-20 framing (Mechanical Chisel as a deploy-application upgrade) and M-04 framing (deco through Create rotation) describe the same physical mechanic; M-04 is the correct motif (the chisel runs as a Create-powered batch process, not a one-off item_application upgrade); merged
rechiseled	MERGE	rechiseled blocks as colony building material M-28 (1-ACCEPT)	M-28		into: KEEP rechiseled→economy M-28 | reason: near-dup of the 3-suggested KEEP; same delivery
rechiseledcreate	KEEP	rechiseledcreate chiseled stone/window blocks → create:crushing (M-04 deco-recycle)	M-04	v0.7.0	motif M-04 | delivery: recipe (create:crushing: rechiseledcreate chiseled variants → base stone grit + experience_nugget; the Mechanical Chisel produces the blocks; the crusher recycles offcuts) | milestone: v0.7.0 | why "of course": the kinetic workshop eats its own decorative waste — a chiseled andesite brick crushed back yields grit and an XP nugget; rechiseledcreate IS the Create-deco bridge mod, so its recycle path is the natural anchor
rechiseledcreate	CUT	rechiseledcreate chiseled variants → M-33 service-for-hire (2-REJECT)	M-33		motif M-33 | reason: all-REJECT; the Mechanical Chisel's barrier is trivially low — anyone with basic Create automation can run it; M-33 service requires a meaningful capability gap
rechiseledcreate	CUT	rechiseledcreate chiseled variants → ars_nouveau:imbuement or occultism:ritual (no motif, 1-REJECT)			motif n/a | reason: no-motif; decorative architecture variants have no thematic hook in magic rituals; REJECT is correct
rechiseledcreate	CUT	rechiseledcreate:mechanical_chisel → create:sequenced_assembly or create:mechanical_crafting (M-06, 1-REJECT)	M-06		motif M-06 | reason: REJECT; the Mechanical Chisel IS already a Create-powered kinetic block; gating the chisel itself behind a sequenced-assembly chain would be circular
rechiseledcreate	CUT	rechiseledcreate:*_window_panes → aeronautics structural/cosmetic cockpit glazing (M-23, 1-REJECT)	M-23		motif M-23 | reason: REJECT; M-23 is for load-bearing hull alloys/plates; a cosmetic window pane is not a structural member
rechiseledcreate	CUT	rechiseledcreate chiseled variants → create:deploying / item_application (M-20, 2 rows, REJECT)	M-20		motif M-20 | reason: REJECT; chiseling is already M-04/M-05 territory through the Mechanical Chisel; adding a deploying layer is redundant
rechiseledcreate	CUT	rechiseledcreate window variants → create:cutting (M-12, 1-REJECT)	M-12		motif M-12 | reason: REJECT; internal cosmetic workflow, not a cross-system material join
rechiseledcreate	CUT	rechiseledcreate chiseled aeronautics cockpit hull (M-23, 1-ACCEPT)	M-23		motif M-23 | reason: M-23 is for load-bearing structural alloys; deco-grade window blocks in a cockpit is ambient player choice, not a gated material requirement; tone-correct but wrong motif
rechiseledcreate	CUT	rechiseledcreate blocks → M-29 cross-route (M-29, 1-REJECT)	M-29		motif M-29 | reason: REJECT; deco blocks as a cross-route dependency would require another production route to consume them specifically — no confirmed consuming recipe; ambient M-09 endpoint
rechiseledcreate	CUT	rechiseledcreate blocks → M-30 regional scarcity (M-30, 1-REJECT)	M-30		motif M-30 | reason: REJECT; decorative blocks gated by regional scarcity is disproportionate; deco depth doesn't warrant scarcity gating
rechiseledcreate	MERGE	rechiseledcreate chiseled variants crushing (12-vote + 2-vote rows)	M-04		into: M-04 KEEP | reason: all describe the same chiseled-block→crushing→grit recycle; fold
rechiseledcreate	MERGE	rechiseledcreate window-pattern blocks → colony M-28 (M-28, 1 vote)	M-28		into: CUT | reason: colony builder huts requesting chiseled window variants is a passive schematic placement; thin anchor on a one-anchor mod; CUT unless a confirmed colony schematic requests rechiseledcreate specifically
recipe_integration	LEAVE				bridge layer, not a content mod; all candidates correctly identify this: it fires conditional cross-mod recipes, owns no items of its own, and the Phase-3 action is an audit of which of its live routes fire for this modlist — that audit is a maintenance task, not a weave to author. The two "ACCEPT" audit rows are noted below as the correct action.
recipe_integration	DEFER	recipe_integration active-cross-mod-routes audit			→playtest: conduct a Phase-3 audit of which recipe_integration entries fire given the pack's installed modlist (create:milling, create:pressing, ars_nouveau:scry_ritual, occultism:crushing, createaddition:charging paths); verify active entries don't conflict with KubeJS overrides; inert c:tags referencing uninstalled mods (aether, mekanism, MI, GT…) should be flagged for KubeJS tag-override conflict check
ribbits	KEEP	ribbits:toadstool / brown_toadstool → occultism:spirit_fire M-11	M-11	v0.11.0	motif M-11 | delivery: recipe (swamp-village fungi incinerated in spirit fire yield a foliot-grade essence or fungal reagent; times_suggested=2+1+1+1 ACCEPT across spirit_fire phrasings; opus-corroborated; thematically the strongest magic fit) | milestone: v0.11.0 | why "of course": swamp-grown toadstools are the archetypal witch's ingredient — Occultism's spirit furnace is exactly where they belong
ribbits	KEEP	ribbits amethyst-shard trade → economy M-08 (player-minted currency framing)	M-08	v0.9.0	motif M-08 | delivery: config (Ribbit merchants accept amethyst shards; amethyst shards → Create-processed → Numismatics coin; swamp-biome settlement economically meaningful as a coin-feedstock region; times_suggested=7 across M-08 phrasings, ACCEPT majority, opus-corroborated) | milestone: v0.9.0 | why "of course": Ribbit merchants already run a barter economy in amethyst shards — that's the regional coin feedstock; settling swamp-adjacent gives a regional economic identity
ribbits	CUT	ribbits:toadstool → create:milling M-04/M-12	M-04		M-04/M-12 | reason: no-method — toadstool is an unusual material but milling mushrooms into spores/powder is generic and adds almost no connection depth; REJECT majority (14 REJECT vs 2 ACCEPT in times_suggested=14 row); mossy oak is generic wood — same ruling
ribbits	CUT	ribbits:mossy_oak_planks → create:cutting M-04	M-04		M-04 | reason: no-method — generic wood; M-04 for wood is low-value; REJECT majority (6 REJECT)
ribbits	CUT	ribbits:toadstool → ars_nouveau:imbuement M-10	M-10		M-10 | reason: duplicate — toadstool already has magic anchor via M-11 (KEEP-1); adding Ars imbuement on the same fungi doubles the magic weave; 1-pass only; M-11 is the stronger fit (tone/method)
ribbits	CUT	ribbits:amethyst_shard → occultism:spirit_fire (amethyst dust tag) M-11	M-11		M-11 | reason: no-method — the occultism amethyst-dust tag is an existing inbound tag, not a distinct weave from ribbits; routing the Ribbit-currency material into Occultism is handled by the existing occultism reagent graph; not a ribbits-specific weave
ribbits	CUT	ribbits:maraca → supplementaries:item_lore / M-33 service	M-33		M-33 | reason: no-method — the maraca is a player-held novelty; M-33 requires a player performing work on another's materials; the "musician Ribbit performs" idea has no method delivery; REJECT majority
ribbits	CUT	ribbits:toadstool → farmersdelight:cooking M-12	M-12		M-12 | reason: depth — while mushroom stew is coherent, toadstool-as-ingredient is a one-hop food-only connection with no second pillar; the magic anchor (KEEP-1) is the stronger weave; FD cooking alone doesn't add a second system
ribbits	CUT	ribbits:swamp_lantern → create:crushing M-04	M-04		M-04 | reason: no-method — decorative lantern crushing to a wax nugget is below the M-04 noise threshold; REJECT
ribbits	CUT	ribbits Ribbit sorcerer → ars_nouveau:enchanting / magic source M-10/M-33	M-10		M-10/M-33 | reason: no-method — the sorcerer is an NPC granting buffs (not a player performing service); M-33 requires player-to-player labor; "sorcerer powered by Ars source" has no recipe delivery; REJECT majority
ribbits	CUT	ribbits → M-30 regional scarcity (swamp goods)	M-30		M-30 | reason: no-method — swamp goods are obtainable anywhere swamps spawn (not ore-region-locked); no genuine regional scarcity gate; REJECT
ribbits	CUT	ribbits swamp village loot → M-34 combat supply	M-34		M-34 | reason: tone — Ribbit villages are friendly, not combat zones; M-34 requires danger/combat output; REJECT
ribbits	CUT	ribbits sorcerer buff service → M-33 (NPC service)	M-33		M-33 | reason: no-method — the sorcerer is an NPC, not a player; M-33 is player-to-player; REJECT unanimous
ribbits	CUT	ribbits → M-29 (KubeJS trade-currency bridge tying shards to Numismatics)	M-29		M-29 | reason: duplicate — this is the delivery mechanism of KEEP-2 (M-08); restating it as M-29 cross-route adds nothing distinct; fold into KEEP-2
ribbits	CUT	ribbits amethyst shards → NPC coin-faucet (Ribbit merchants paying coin for shards)	M-08		M-08 | reason: retired-economy — if the coin flows FROM an NPC, that's M-21 (CUT: NPC coin faucet); KEEP-2 is framed as *player* mints shards → coin, not the merchant paying out; reject the faucet phrasing
ribbits	CUT	ribbits village chests → loot-seed magic scroll M-02	M-02		M-02 | reason: no-method — seeding foreign mod items into Ribbit village chests via loot injection is not a Ribbits-specific weave; belongs on the magic mod that owns the scroll
ribbits	MERGE	ribbits:toadstool M-11 phrasings (spirit_fire, occultism ritual, multiple)	M-11		into: KEEP-1 (toadstool M-11) | reason: near-duplicate across four phrasings with the same from→to and same method; keep highest-times_suggested ACCEPT phrasing; fold remainder
ribbits	MERGE	ribbits amethyst-shard economy (multiple M-08 / M-29 phrasings)	M-08		into: KEEP-2 (M-08 amethyst→coin) | reason: multiple phrasings (M-08 ×4, M-29 bridge ×1) express the same amethyst→coin→economy link; keep highest times_suggested ACCEPT phrasing; fold remainder
rottencreatures	KEEP	rottencreatures→magic	M-11	v0.11.0	motif M-11 | delivery: recipe (frozen_rotten_flesh AND magma_rotten_flesh → occultism:spirit_fire transmutation into chilled/seared essence; themed undead drops become the magic lab's arcane input; cold-variant flesh for cryomantic reagent, fire-variant for ignition reagent) | milestone: v0.11.0 | why "of course": flesh flash-frozen in powder snow carries spectral cold; flesh seared by the Immortal's lightning carries residual heat-spirit — spirit fire extracts both
rottencreatures	KEEP	rottencreatures→magic	M-10	v0.11.0	motif M-10 | delivery: recipe (corrupted_wart → ars_nouveau:imbuement; the twisted nether plant analog from undead mobs as a low-cost arcane infusion catalyst on the Ars apparatus) | milestone: v0.11.0 | why "of course": the corrupted fungal wart that blooms on swamp undead is already halfway magical; arcane imbuement takes it the rest of the way
rottencreatures	KEEP	rottencreatures→create	M-19	v0.7.0	motif M-19 | delivery: recipe (magma_rotten_flesh → create:haunting on a soul campfire yields an infused smoldering reagent; the Create haunting method gives mob combat a Create-side output — soul-fire coaxes the residual heat-spirit out) | milestone: v0.7.0 | why "of course": soul-fire doesn't just roast it — it transmutes the magma taint into a create-native soul output
rottencreatures	KEEP	rottencreatures→economy	M-34	v0.9.0	motif M-34 | delivery: loot-seed (Dead Beard's treasure_chest seeded with Numismatics coin denominations; Dead Beard and the Immortal boss drops are farmed by combat specialists and traded to non-combat players as reagents and premium items) | milestone: v0.9.0 | why "of course": a pirate captain's chest holds coin; a combat specialist hunting beach pirates and storm-liches earns currency and rare drops to trade
rottencreatures	DEFER	rottencreatures:immortal (thunderstorm event, drops only during storms)	M-22		motif M-22 | →playtest (lunar/event-reagent motif accepted; the Immortal's storm-gated drops carrying "storm-charge" is thematically strong and fits M-22, but needs in-game verification that the Immortal has a unique harvestable drop and that Enhanced Celestials / storm event timing is reliable enough to use as a gate)
rottencreatures	MERGE	rottencreatures:frozen_rotten_flesh → occultism:spirit_fire (×4 additional rows, M-11)	M-11		into: M-11 KEEP | reason: all describe the same spirit-fire transmutation of frozen flesh; prefer the 29-suggest dominant row
rottencreatures	MERGE	rottencreatures:magma_rotten_flesh → occultism:spirit_fire (rows from 22-suggest cluster)	M-11		into: M-11 KEEP | reason: same motif, same delivery — fold the fire-variant into the dual-flesh M-11 KEEP
rottencreatures	MERGE	rottencreatures:corrupted_wart → ars_nouveau:crush (M-02, 11 suggests)	M-02		into: M-10 KEEP | reason: Ars crush and Ars imbuement both route the wart into the magic pillar; prefer the imbuement (20-suggest) as the primary edge; crush is an alternative delivery to note
rottencreatures	MERGE	rottencreatures:corrupted_wart → occultism:spirit_fire (M-11, 8 suggests)	M-11		into: M-11 KEEP | reason: the corrupted wart already has a stronger magic anchor via M-10 imbuement; routing it to spirit_fire would create two magic edges on the same item; fold into M-11 as an alternative delivery note
rottencreatures	MERGE	rottencreatures mob drops → create:haunting (M-19, themed drops, 4 rows mixed)	M-19		into: M-19 KEEP | reason: all describe the same haunting seam for magma flesh; prefer the 10-suggest ACCEPT-dominant row
rottencreatures	MERGE	rottencreatures:dead_beard treasure_chest M-08 coin seed (1 row)	M-08		into: M-34 KEEP | reason: coin seeding into the pirate chest is the delivery for the combat-supply economy anchor; fold into M-34
rottencreatures	MERGE	rottencreatures:frozen_rotten_flesh M-10 imbuement (3 rows, mixed)	M-10		into: M-11 KEEP | reason: M-10 anti-rule applies — frozen_rotten_flesh is a low-rarity everyday drop; M-10 explicitly forbids gating basic components behind infusion; spirit_fire (M-11) is the correct transmutation for this material
rottencreatures	MERGE	rottencreatures:immortal_head → create:haunting (M-19, 1 row)	M-19		into: M-19 KEEP | reason: lightning-charged head through haunting is thematically adjacent to the magma-flesh haunting; fold into the M-19 KEEP as a scope note
rottencreatures	CUT	rottencreatures:frozen_rotten_flesh → create:haunting (M-19, 15 rows REJECT dominant)	M-19		reason: REJECT×10 dominant; frozen flesh has an ice/cold vibe that tonally clashes with soul-fire transmutation; the spirit_fire path (M-11) is the correct receiver for cold-themed drops
rottencreatures	CUT	rottencreatures:frozen_rotten_flesh → create:crushing (M-02/M-04, 6 rows)	M-02		reason: REJECT×6; crushing rotten flesh produces trivially cheap bonemeal/gravel — no meaningful output; M-11 spirit_fire is the established path
rottencreatures	CUT	rottencreatures mob heads → create:crushing (M-04, 5+3+1+1+1 rows)	M-04		reason: REJECT dominant throughout; mob-head blocks are decorative trophies, not a deco-block palette; crushing a combat trophy to bone dust is thematically hollow
rottencreatures	CUT	rottencreatures:corrupted_wart → create:haunting (M-19, 1 row)	M-19		reason: REJECT; the wart's corrupted-fungal nature fits spirit_fire (occultism) far better; haunting is for magma/soul-themed materials
rottencreatures	CUT	rottencreatures:corrupted_wart → create:crushing (M-02, 2 rows, mixed)	M-02		reason: ACCEPT×1/REJECT×1; folded into the ars_nouveau crush MERGE above; a second Create-side edge for the same material is redundant
rottencreatures	CUT	rottencreatures:immortal drop → create_new_age:energising (M-17, 2 rows mixed)	M-17		reason: REJECT dominant; no confirmed unique Immortal drop beyond generic heads exists in the dossier; building an energising weave on an unconfirmed drop is premature
rottencreatures	CUT	rottencreatures:undead_miner ore drops (M-03, 1 row)	M-03		reason: 1 suggest, thin; building a loot-seed weave on an unconfirmed mid-tier drop requires dossier validation; CUT pending confirmation
rottencreatures	CUT	rottencreatures themed drops → create:haunting as haunt-into-soul deco (M-19, 1 row)	M-19		reason: the accepted M-19 KEEP already covers the haunting seam for magma flesh; a second haunting edge on mob heads for "soul-head deco" is a tone stretch and thin
rottencreatures	CUT	rottencreatures:frozen_rotten_flesh M-16 seasonal (Serene Seasons winter amplifies spawn, 1 row)	M-16		reason: 1 suggest; spawn-rate config is not an authored weave — it's a setting recommendation; no delivery method
rottencreatures	CUT	rottencreatures:frozen_rotten_flesh → create_dragons_plus:freezing (M-12, 1 row)	M-12		reason: 1 suggest; the freezing method is a narrow fan addition; routing an already-spirit_fire-bound drop through a second Create process adds redundancy without a clear second pillar
rottencreatures	CUT	rottencreatures:treasure_chest → create gate / boss schematic fragment (M-15, 1 row)	M-15		reason: the M-34 KEEP already establishes Dead Beard as a combat-economy source; gating a Create schematic behind a pirate chest requires authoring a unique boss-drop that doesn't exist in the dossier
s_a_b	KEEP	s_a_b:hardsteelblock/doublesteelblock→create M-06	M-06	v0.7.0	motif M-06 | delivery: recipe (create:sequenced_assembly — multi-step hull-plate chain: press → compacting → weld → harden; top-tier hard/double steel plate through a derpack:incomplete_hull_panel intermediate) | milestone: v0.7.0 | the toughest armor plating earns a sequenced-assembly chain — it doesn't spring from a mixing bowl; the machine that builds the hull is a Create milestone
s_a_b	KEEP	s_a_b steel plates→aeronautics M-23	M-23	v0.9.0	motif M-23 | delivery: recipe (aeronautics construction — hard/light steel plates as required structural ingredients in hull/airframe blocks, scaling depth with tier: lightsteelblock = basic frame, hardsteelblock = armored hull) | milestone: v0.9.0 | armored hulls require fabricated steel plating — you can't bolt raw iron onto a pressure hull; the armor chain feeds the shipwright
s_a_b	KEEP	s_a_b steel plates→economy M-34	M-34	v0.9.0	motif M-34 | delivery: recipe/trade (a Create steel-armor specialist produces hull panels that ship-builders and fort-builders who lack the steel pipeline must source; the combat-grade armor chain feeds both the PvP fortification economy and the aeronautics supply chain) | milestone: v0.9.0 | the player who runs the Create steel-armor chain becomes the hull-plate supplier — combat-grade material traded to builders and shipwrights
s_a_b	MERGE	s_a_b:hardsteelblock sequenced_assembly (6× + 3× + 2× + 1× Opus)	M-06		into: s_a_b:hardsteelblock→create M-06 | reason: all M-06 sequenced-assembly hull-plate rows; consolidate under 9× ACCEPT dominant
